Main,,Sukupuolet yhteensä,,,,,,,,,Miehet,,,,,,,,,Naiset,,,,,,,,
Taustamaanosa,Syntyperä,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON
,"Suomalainen, syntynyt ulkomailla",37,37,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,103,0,103,34,47,3,2,17,0,49,0,49,17,23,2,1,6,0,54,0,54,17,24,1,1,11,0
,Ensimmäisen polven ulkomaalainen,98,0,98,34,43,3,2,16,0,47,0,47,17,21,2,1,6,0,51,0,51,17,22,1,1,10,0
,Toisen polven ulkomaalainen,5,0,5,0,4,0,0,1,0,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,1,0
Myrskylä - Mörskom,Väestö yhteensä,2008,1973,35,19,10,1,1,4,0,1005,990,15,10,4,1,0,0,0,1003,983,20,9,6,0,1,4,0
,Syntyperältään suomalainen yhteensä,1973,1973,0,0,0,0,0,0,0,990,990,0,0,0,0,0,0,0,983,983,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1959,1959,0,0,0,0,0,0,0,984,984,0,0,0,0,0,0,0,975,975,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",14,14,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,35,0,35,19,10,1,1,4,0,15,0,15,10,4,1,0,0,0,20,0,20,9,6,0,1,4,0
,Ensimmäisen polven ulkomaalainen,32,0,32,16,10,1,1,4,0,14,0,14,9,4,1,0,0,0,18,0,18,7,6,0,1,4,0
,Toisen polven ulkomaalainen,3,0,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0
Mäntsälä,Väestö yhteensä,20131,19761,370,139,140,14,8,61,8,9948,9770,178,80,70,8,1,15,4,10183,9991,192,59,70,6,7,46,4
,Syntyperältään suomalainen yhteensä,19761,19761,0,0,0,0,0,0,0,9770,9770,0,0,0,0,0,0,0,9991,9991,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",19656,19656,0,0,0,0,0,0,0,9718,9718,0,0,0,0,0,0,0,9938,9938,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",105,105,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,370,0,370,139,140,14,8,61,8,178,0,178,80,70,8,1,15,4,192,0,192,59,70,6,7,46,4
,Ensimmäisen polven ulkomaalainen,331,0,331,126,128,9,8,56,4,156,0,156,73,62,5,1,12,3,175,0,175,53,66,4,7,44,1
,Toisen polven ulkomaalainen,39,0,39,13,12,5,0,5,4,22,0,22,7,8,3,0,3,1,17,0,17,6,4,2,0,2,3
Mänttä-Vilppula,Väestö yhteensä,11308,11127,181,62,38,8,3,56,14,5560,5468,92,35,18,4,1,30,4,5748,5659,89,27,20,4,2,26,10
,Syntyperältään suomalainen yhteensä,11127,11127,0,0,0,0,0,0,0,5468,5468,0,0,0,0,0,0,0,5659,5659,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",11070,11070,0,0,0,0,0,0,0,5443,5443,0,0,0,0,0,0,0,5627,5627,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",57,57,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,181,0,181,62,38,8,3,56,14,92,0,92,35,18,4,1,30,4,89,0,89,27,20,4,2,26,10
,Ensimmäisen polven ulkomaalainen,164,0,164,58,33,8,3,53,9,87,0,87,35,14,4,1,29,4,77,0,77,23,19,4,2,24,5
,Toisen polven ulkomaalainen,17,0,17,4,5,0,0,3,5,5,0,5,0,4,0,0,1,0,12,0,12,4,1,0,0,2,5
Mäntyharju,Väestö yhteensä,6393,6300,93,30,49,2,2,9,1,3159,3113,46,18,23,2,1,2,0,3234,3187,47,12,26,0,1,7,1
,Syntyperältään suomalainen yhteensä,6300,6300,0,0,0,0,0,0,0,3113,3113,0,0,0,0,0,0,0,3187,3187,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",6284,6284,0,0,0,0,0,0,0,3105,3105,0,0,0,0,0,0,0,3179,3179,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",16,16,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,93,0,93,30,49,2,2,9,1,46,0,46,18,23,2,1,2,0,47,0,47,12,26,0,1,7,1
,Ensimmäisen polven ulkomaalainen,82,0,82,26,42,2,2,9,1,39,0,39,15,19,2,1,2,0,43,0,43,11,23,0,1,7,1
,Toisen polven ulkomaalainen,11,0,11,4,7,0,0,0,0,7,0,7,3,4,0,0,0,0,4,0,4,1,3,0,0,0,0
Naantali - Nådendal,Väestö yhteensä,18871,18583,288,95,96,8,16,59,14,9182,9045,137,63,41,4,5,17,7,9689,9538,151,32,55,4,11,42,7
,Syntyperältään suomalainen yhteensä,18583,18583,0,0,0,0,0,0,0,9045,9045,0,0,0,0,0,0,0,9538,9538,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",18436,18436,0,0,0,0,0,0,0,8976,8976,0,0,0,0,0,0,0,9460,9460,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",147,147,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,288,0,288,95,96,8,16,59,14,137,0,137,63,41,4,5,17,7,151,0,151,32,55,4,11,42,7
,Ensimmäisen polven ulkomaalainen,254,0,254,86,80,6,16,56,10,120,0,120,59,32,3,5,16,5,134,0,134,27,48,3,11,40,5
,Toisen polven ulkomaalainen,34,0,34,9,16,2,0,3,4,17,0,17,4,9,1,0,1,2,17,0,17,5,7,1,0,2,2
Nakkila,Väestö yhteensä,5780,5740,40,23,13,1,3,0,0,2870,2849,21,16,3,0,2,0,0,2910,2891,19,7,10,1,1,0,0
,Syntyperältään suomalainen yhteensä,5740,5740,0,0,0,0,0,0,0,2849,2849,0,0,0,0,0,0,0,2891,2891,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",5721,5721,0,0,0,0,0,0,0,2835,2835,0,0,0,0,0,0,0,2886,2886,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",19,19,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,40,0,40,23,13,1,3,0,0,21,0,21,16,3,0,2,0,0,19,0,19,7,10,1,1,0,0
,Ensimmäisen polven ulkomaalainen,40,0,40,23,13,1,3,0,0,21,0,21,16,3,0,2,0,0,19,0,19,7,10,1,1,0,0
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nastola,Väestö yhteensä,15027,14672,355,161,138,4,7,34,11,7580,7394,186,103,62,2,5,7,7,7447,7278,169,58,76,2,2,27,4
,Syntyperältään suomalainen yhteensä,14672,14672,0,0,0,0,0,0,0,7394,7394,0,0,0,0,0,0,0,7278,7278,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",14558,14558,0,0,0,0,0,0,0,7335,7335,0,0,0,0,0,0,0,7223,7223,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",114,114,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,355,0,355,161,138,4,7,34,11,186,0,186,103,62,2,5,7,7,169,0,169,58,76,2,2,27,4
,Ensimmäisen polven ulkomaalainen,319,0,319,147,122,4,7,33,6,168,0,168,96,53,2,5,7,5,151,0,151,51,69,2,2,26,1
,Toisen polven ulkomaalainen,36,0,36,14,16,0,0,1,5,18,0,18,7,9,0,0,0,2,18,0,18,7,7,0,0,1,3
Nilsiä,Väestö yhteensä,6499,6417,82,23,51,0,2,4,2,3293,3256,37,12,22,0,1,1,1,3206,3161,45,11,29,0,1,3,1
,Syntyperältään suomalainen yhteensä,6417,6417,0,0,0,0,0,0,0,3256,3256,0,0,0,0,0,0,0,3161,3161,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",6395,6395,0,0,0,0,0,0,0,3245,3245,0,0,0,0,0,0,0,3150,3150,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",22,22,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,82,0,82,23,51,0,2,4,2,37,0,37,12,22,0,1,1,1,45,0,45,11,29,0,1,3,1
,Ensimmäisen polven ulkomaalainen,78,0,78,23,47,0,2,4,2,36,0,36,12,21,0,1,1,1,42,0,42,11,26,0,1,3,1
,Toisen polven ulkomaalainen,4,0,4,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,3,0,3,0,0,0,0
Nivala,Väestö yhteensä,11051,10968,83,24,42,4,3,6,4,5628,5592,36,12,17,3,1,0,3,5423,5376,47,12,25,1,2,6,1
,Syntyperältään suomalainen yhteensä,10968,10968,0,0,0,0,0,0,0,5592,5592,0,0,0,0,0,0,0,5376,5376,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",10865,10865,0,0,0,0,0,0,0,5538,5538,0,0,0,0,0,0,0,5327,5327,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",103,103,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,83,0,83,24,42,4,3,6,4,36,0,36,12,17,3,1,0,3,47,0,47,12,25,1,2,6,1
,Ensimmäisen polven ulkomaalainen,72,0,72,23,37,4,2,6,0,29,0,29,12,14,3,0,0,0,43,0,43,11,23,1,2,6,0
,Toisen polven ulkomaalainen,11,0,11,1,5,0,1,0,4,7,0,7,0,3,0,1,0,3,4,0,4,1,2,0,0,0,1
Nokia,Väestö yhteensä,32056,31452,604,149,191,17,19,220,8,15826,15505,321,97,92,13,12,103,4,16230,15947,283,52,99,4,7,117,4
,Syntyperältään suomalainen yhteensä,31452,31452,0,0,0,0,0,0,0,15505,15505,0,0,0,0,0,0,0,15947,15947,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",31236,31236,0,0,0,0,0,0,0,15396,15396,0,0,0,0,0,0,0,15840,15840,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",216,216,0,0,0,0,0,0,0,109,109,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,604,0,604,149,191,17,19,220,8,321,0,321,97,92,13,12,103,4,283,0,283,52,99,4,7,117,4
,Ensimmäisen polven ulkomaalainen,536,0,536,131,174,16,18,195,2,288,0,288,86,85,13,11,93,0,248,0,248,45,89,3,7,102,2
,Toisen polven ulkomaalainen,68,0,68,18,17,1,1,25,6,33,0,33,11,7,0,1,10,4,35,0,35,7,10,1,0,15,2
Nousiainen - Nousis,Väestö yhteensä,4814,4762,52,13,18,1,2,16,2,2459,2431,28,8,11,1,1,5,2,2355,2331,24,5,7,0,1,11,0
,Syntyperältään suomalainen yhteensä,4762,4762,0,0,0,0,0,0,0,2431,2431,0,0,0,0,0,0,0,2331,2331,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4735,4735,0,0,0,0,0,0,0,2419,2419,0,0,0,0,0,0,0,2316,2316,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",27,27,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,52,0,52,13,18,1,2,16,2,28,0,28,8,11,1,1,5,2,24,0,24,5,7,0,1,11,0
,Ensimmäisen polven ulkomaalainen,44,0,44,11,16,1,2,12,2,22,0,22,6,9,1,1,3,2,22,0,22,5,7,0,1,9,0
,Toisen polven ulkomaalainen,8,0,8,2,2,0,0,4,0,6,0,6,2,2,0,0,2,0,2,0,2,0,0,0,0,2,0
Nummi-Pusula,Väestö yhteensä,6156,5986,170,105,27,2,4,25,7,3124,3033,91,53,15,1,1,16,5,3032,2953,79,52,12,1,3,9,2
,Syntyperältään suomalainen yhteensä,5986,5986,0,0,0,0,0,0,0,3033,3033,0,0,0,0,0,0,0,2953,2953,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",5949,5949,0,0,0,0,0,0,0,3017,3017,0,0,0,0,0,0,0,2932,2932,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",37,37,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,170,0,170,105,27,2,4,25,7,91,0,91,53,15,1,1,16,5,79,0,79,52,12,1,3,9,2
,Ensimmäisen polven ulkomaalainen,153,0,153,96,26,2,4,23,2,82,0,82,50,14,1,1,14,2,71,0,71,46,12,1,3,9,0
,Toisen polven ulkomaalainen,17,0,17,9,1,0,0,2,5,9,0,9,3,1,0,0,2,3,8,0,8,6,0,0,0,0,2
Nurmes,Väestö yhteensä,8359,8242,117,13,92,1,0,8,3,4193,4145,48,9,33,1,0,4,1,4166,4097,69,4,59,0,0,4,2
,Syntyperältään suomalainen yhteensä,8242,8242,0,0,0,0,0,0,0,4145,4145,0,0,0,0,0,0,0,4097,4097,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8215,8215,0,0,0,0,0,0,0,4133,4133,0,0,0,0,0,0,0,4082,4082,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",27,27,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,117,0,117,13,92,1,0,8,3,48,0,48,9,33,1,0,4,1,69,0,69,4,59,0,0,4,2
,Ensimmäisen polven ulkomaalainen,109,0,109,10,89,1,0,8,1,45,0,45,8,32,1,0,4,0,64,0,64,2,57,0,0,4,1
,Toisen polven ulkomaalainen,8,0,8,3,3,0,0,0,2,3,0,3,1,1,0,0,0,1,5,0,5,2,2,0,0,0,1
Nurmijärvi,Väestö yhteensä,40349,39335,1014,455,303,33,40,143,40,20101,19590,511,272,112,26,19,53,29,20248,19745,503,183,191,7,21,90,11
,Syntyperältään suomalainen yhteensä,39335,39335,0,0,0,0,0,0,0,19590,19590,0,0,0,0,0,0,0,19745,19745,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",39034,39034,0,0,0,0,0,0,0,19427,19427,0,0,0,0,0,0,0,19607,19607,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",301,301,0,0,0,0,0,0,0,163,163,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,1014,0,1014,455,303,33,40,143,40,511,0,511,272,112,26,19,53,29,503,0,503,183,191,7,21,90,11
,Ensimmäisen polven ulkomaalainen,875,0,875,397,252,26,38,132,30,449,0,449,246,92,22,17,49,23,426,0,426,151,160,4,21,83,7
,Toisen polven ulkomaalainen,139,0,139,58,51,7,2,11,10,62,0,62,26,20,4,2,4,6,77,0,77,32,31,3,0,7,4
Närpiö - Närpes,Väestö yhteensä,9412,8544,868,175,468,14,30,156,25,4772,4326,446,87,239,9,15,80,16,4640,4218,422,88,229,5,15,76,9
,Syntyperältään suomalainen yhteensä,8544,8544,0,0,0,0,0,0,0,4326,4326,0,0,0,0,0,0,0,4218,4218,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8271,8271,0,0,0,0,0,0,0,4186,4186,0,0,0,0,0,0,0,4085,4085,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",273,273,0,0,0,0,0,0,0,140,140,0,0,0,0,0,0,0,133,133,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,868,0,868,175,468,14,30,156,25,446,0,446,87,239,9,15,80,16,422,0,422,88,229,5,15,76,9
,Ensimmäisen polven ulkomaalainen,737,0,737,147,403,10,25,139,13,378,0,378,73,207,7,12,71,8,359,0,359,74,196,3,13,68,5
,Toisen polven ulkomaalainen,131,0,131,28,65,4,5,17,12,68,0,68,14,32,2,3,9,8,63,0,63,14,33,2,2,8,4
Orimattila,Väestö yhteensä,16369,16066,303,101,146,6,13,32,5,8101,7969,132,47,62,5,5,10,3,8268,8097,171,54,84,1,8,22,2
,Syntyperältään suomalainen yhteensä,16066,16066,0,0,0,0,0,0,0,7969,7969,0,0,0,0,0,0,0,8097,8097,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",15978,15978,0,0,0,0,0,0,0,7926,7926,0,0,0,0,0,0,0,8052,8052,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",88,88,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,303,0,303,101,146,6,13,32,5,132,0,132,47,62,5,5,10,3,171,0,171,54,84,1,8,22,2
,Ensimmäisen polven ulkomaalainen,273,0,273,90,132,6,11,31,3,115,0,115,40,55,5,4,9,2,158,0,158,50,77,1,7,22,1
,Toisen polven ulkomaalainen,30,0,30,11,14,0,2,1,2,17,0,17,7,7,0,1,1,1,13,0,13,4,7,0,1,0,1
Oripää,Väestö yhteensä,1422,1369,53,14,34,0,0,5,0,707,681,26,8,17,0,0,1,0,715,688,27,6,17,0,0,4,0
,Syntyperältään suomalainen yhteensä,1369,1369,0,0,0,0,0,0,0,681,681,0,0,0,0,0,0,0,688,688,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1366,1366,0,0,0,0,0,0,0,680,680,0,0,0,0,0,0,0,686,686,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,53,0,53,14,34,0,0,5,0,26,0,26,8,17,0,0,1,0,27,0,27,6,17,0,0,4,0
,Ensimmäisen polven ulkomaalainen,48,0,48,14,29,0,0,5,0,25,0,25,8,16,0,0,1,0,23,0,23,6,13,0,0,4,0
,Toisen polven ulkomaalainen,5,0,5,0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,4,0,4,0,0,0,0
Orivesi,Väestö yhteensä,9590,9467,123,63,36,2,5,11,6,4716,4658,58,39,14,0,1,2,2,4874,4809,65,24,22,2,4,9,4
,Syntyperältään suomalainen yhteensä,9467,9467,0,0,0,0,0,0,0,4658,4658,0,0,0,0,0,0,0,4809,4809,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",9406,9406,0,0,0,0,0,0,0,4632,4632,0,0,0,0,0,0,0,4774,4774,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",61,61,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,123,0,123,63,36,2,5,11,6,58,0,58,39,14,0,1,2,2,65,0,65,24,22,2,4,9,4
,Ensimmäisen polven ulkomaalainen,114,0,114,58,34,2,5,11,4,56,0,56,38,13,0,1,2,2,58,0,58,20,21,2,4,9,2
,Toisen polven ulkomaalainen,9,0,9,5,2,0,0,0,2,2,0,2,1,1,0,0,0,0,7,0,7,4,1,0,0,0,2
Oulainen,Väestö yhteensä,7916,7832,84,15,52,3,3,10,1,3869,3830,39,7,23,3,1,4,1,4047,4002,45,8,29,0,2,6,0
,Syntyperältään suomalainen yhteensä,7832,7832,0,0,0,0,0,0,0,3830,3830,0,0,0,0,0,0,0,4002,4002,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",7748,7748,0,0,0,0,0,0,0,3786,3786,0,0,0,0,0,0,0,3962,3962,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",84,84,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,84,0,84,15,52,3,3,10,1,39,0,39,7,23,3,1,4,1,45,0,45,8,29,0,2,6,0
,Ensimmäisen polven ulkomaalainen,67,0,67,7,44,3,2,10,1,29,0,29,3,18,3,0,4,1,38,0,38,4,26,0,2,6,0
,Toisen polven ulkomaalainen,17,0,17,8,8,0,1,0,0,10,0,10,4,5,0,1,0,0,7,0,7,4,3,0,0,0,0
Oulu - Uleåborg,Väestö yhteensä,143909,139071,4838,731,1233,763,197,1846,68,70850,68221,2629,438,568,465,111,1019,28,73059,70850,2209,293,665,298,86,827,40
,Syntyperältään suomalainen yhteensä,139071,139071,0,0,0,0,0,0,0,68221,68221,0,0,0,0,0,0,0,70850,70850,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",137331,137331,0,0,0,0,0,0,0,67308,67308,0,0,0,0,0,0,0,70023,70023,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",1740,1740,0,0,0,0,0,0,0,913,913,0,0,0,0,0,0,0,827,827,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,4838,0,4838,731,1233,763,197,1846,68,2629,0,2629,438,568,465,111,1019,28,2209,0,2209,293,665,298,86,827,40
,Ensimmäisen polven ulkomaalainen,4136,0,4136,608,1092,639,181,1587,29,2267,0,2267,372,496,402,98,887,12,1869,0,1869,236,596,237,83,700,17
,Toisen polven ulkomaalainen,702,0,702,123,141,124,16,259,39,362,0,362,66,72,63,13,132,16,340,0,340,57,69,61,3,127,23
Oulunsalo,Väestö yhteensä,9771,9670,101,28,39,2,6,26,0,4961,4920,41,12,18,1,3,7,0,4810,4750,60,16,21,1,3,19,0
,Syntyperältään suomalainen yhteensä,9670,9670,0,0,0,0,0,0,0,4920,4920,0,0,0,0,0,0,0,4750,4750,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",9546,9546,0,0,0,0,0,0,0,4856,4856,0,0,0,0,0,0,0,4690,4690,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",124,124,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,101,0,101,28,39,2,6,26,0,41,0,41,12,18,1,3,7,0,60,0,60,16,21,1,3,19,0
,Ensimmäisen polven ulkomaalainen,79,0,79,20,33,2,3,21,0,34,0,34,11,14,1,2,6,0,45,0,45,9,19,1,1,15,0
,Toisen polven ulkomaalainen,22,0,22,8,6,0,3,5,0,7,0,7,1,4,0,1,1,0,15,0,15,7,2,0,2,4,0
Outokumpu,Väestö yhteensä,7377,7179,198,34,121,2,5,28,8,3683,3588,95,23,51,2,3,14,2,3694,3591,103,11,70,0,2,14,6
,Syntyperältään suomalainen yhteensä,7179,7179,0,0,0,0,0,0,0,3588,3588,0,0,0,0,0,0,0,3591,3591,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",7165,7165,0,0,0,0,0,0,0,3580,3580,0,0,0,0,0,0,0,3585,3585,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",14,14,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,198,0,198,34,121,2,5,28,8,95,0,95,23,51,2,3,14,2,103,0,103,11,70,0,2,14,6
,Ensimmäisen polven ulkomaalainen,170,0,170,34,100,2,5,25,4,80,0,80,23,41,2,3,11,0,90,0,90,11,59,0,2,14,4
,Toisen polven ulkomaalainen,28,0,28,0,21,0,0,3,4,15,0,15,0,10,0,0,3,2,13,0,13,0,11,0,0,0,2
Padasjoki,Väestö yhteensä,3369,3322,47,16,26,0,3,2,0,1696,1675,21,10,10,0,1,0,0,1673,1647,26,6,16,0,2,2,0
,Syntyperältään suomalainen yhteensä,3322,3322,0,0,0,0,0,0,0,1675,1675,0,0,0,0,0,0,0,1647,1647,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3314,3314,0,0,0,0,0,0,0,1671,1671,0,0,0,0,0,0,0,1643,1643,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",8,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,47,0,47,16,26,0,3,2,0,21,0,21,10,10,0,1,0,0,26,0,26,6,16,0,2,2,0
,Ensimmäisen polven ulkomaalainen,44,0,44,16,23,0,3,2,0,19,0,19,10,8,0,1,0,0,25,0,25,6,15,0,2,2,0
,Toisen polven ulkomaalainen,3,0,3,0,3,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0
Paimio - Pemar,Väestö yhteensä,10471,10339,132,53,46,4,6,17,6,5170,5109,61,32,18,2,1,7,1,5301,5230,71,21,28,2,5,10,5
,Syntyperältään suomalainen yhteensä,10339,10339,0,0,0,0,0,0,0,5109,5109,0,0,0,0,0,0,0,5230,5230,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",10280,10280,0,0,0,0,0,0,0,5080,5080,0,0,0,0,0,0,0,5200,5200,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",59,59,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,132,0,132,53,46,4,6,17,6,61,0,61,32,18,2,1,7,1,71,0,71,21,28,2,5,10,5
,Ensimmäisen polven ulkomaalainen,120,0,120,52,38,4,6,16,4,55,0,55,32,12,2,1,7,1,65,0,65,20,26,2,5,9,3
,Toisen polven ulkomaalainen,12,0,12,1,8,0,0,1,2,6,0,6,0,6,0,0,0,0,6,0,6,1,2,0,0,1,2
Paltamo,Väestö yhteensä,3807,3764,43,2,31,2,0,6,2,1954,1940,14,1,8,2,0,2,1,1853,1824,29,1,23,0,0,4,1
,Syntyperältään suomalainen yhteensä,3764,3764,0,0,0,0,0,0,0,1940,1940,0,0,0,0,0,0,0,1824,1824,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3750,3750,0,0,0,0,0,0,0,1930,1930,0,0,0,0,0,0,0,1820,1820,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",14,14,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,43,0,43,2,31,2,0,6,2,14,0,14,1,8,2,0,2,1,29,0,29,1,23,0,0,4,1
,Ensimmäisen polven ulkomaalainen,42,0,42,2,31,2,0,6,1,13,0,13,1,8,2,0,2,0,29,0,29,1,23,0,0,4,1
